-11.84339783,-77.13681925,100
-11.84176435,-77.13578124,100
-11.841994,-77.135544,100
-11.844406,-77.137556,100
-11.83875101,-77.13826966,100
-11.839165,-77.137874,100
-11.846782,-77.135364,100
-11.846673,-77.134529,100
-11.843961,-77.138113,100
-11.842109,-77.135779,100
-11.840935,-77.137438,100
-11.839821,-77.138464,100
-11.842978,-77.140279,100
-11.841471,-77.137477,100
-11.841737,-77.134899,100
-11.845153,-77.135804,100
-11.842137,-77.136054,100
-11.844817,-77.134279,100
-11.846002,-77.137446,100
-11.842984,-77.135621,100
-11.84248199,-77.13989843,100
-11.845362,-77.133306,100
-11.844171,-77.135854,100
-11.849228,-77.135791,100
-11.844902,-77.137029,100
-11.84316649,-77.13610545,100
-11.838132,-77.13801,100
-11.84617321,-77.13634852,100
-11.839409,-77.137995,100
-11.842991,-77.136456,100
-11.845534,-77.133481,100
-11.842868,-77.136829,100
-11.844764,-77.137119,100
-11.840218,-77.136832,100
-11.84285443,-77.13633277,100
-11.845229,-77.138912,100
-11.840854,-77.13905,100
-11.847011,-77.132994,100
-11.839028,-77.138235,100
-11.844712,-77.13677,100
-11.84387,-77.136044,100
-11.843087,-77.139248,100
-11.845267,-77.134868,100
-11.842392,-77.135446,100
-11.844318,-77.139056,100
-11.838415,-77.138432,100
-11.84143489,-77.13778585,100
-11.843966,-77.138441,100
-11.84109,-77.135659,100
-11.95877161,-77.0695632,100
-11.984432,-77.097506,100
-11.970329,-77.076299,100
-11.93856,-77.073788,100
-11.983797,-77.098238,100
-11.98393752,-77.09876541,100
-11.945898,-77.077002,100
-11.98769307,-77.08435424,100
-11.984959,-77.097045,100
-11.985199,-77.096575,100
-11.985578,-77.098615,100
-11.984756,-77.095812,100
-11.98892,-77.099019,100
-11.9847,-77.0962,100
-11.986307,-77.095996,100
-11.986129,-77.096616,100
-11.989037,-77.099701,100
-11.98521824,-77.09516421,100
-11.98726,-77.099644,100
-11.989536,-77.099431,100
-11.985646,-77.097687,100
-11.98694,-77.095582,100
-11.988332,-77.10166,100
-11.985437,-77.094793,100
-11.984828,-77.097604,100
-11.988168,-77.097043,100
-11.9853,-77.0981,100
-11.987862,-77.096733,100
-11.98568362,-77.09657941,100
-11.987071,-77.096327,100
-11.988382,-77.099585,100
-11.987183,-77.095688,100
-11.987782,-77.098882,100
